FLWS,1-800 FLOWERS COM,-18.2
ISBC,INVESTORS BANCORP INC,0.037
ITIC,INVESTORS TITLE CO,nan
IO,ION GEOPHYSICAL CORP,2.1351
IRDM,IRIDIUM COMMUNICATIONS,-0.6667
IRBT,IROBOT CORP,1.434
IRWD,IRONWOOD PHARMACEUTICAL,0.4375
ITRI,ITRON INC,19.3333
ESI,ITT EDUCATIONAL SVCS IN,0.2222
JJSF,J & J SNACK FOODS CO,-0.775
JCOM,J2 GLOBAL INC,0.1813
JACK,JACK IN THE BOX INC,0.1752
JAKK,JAKKS PACIFIC INC,-2.0868
JBLU,JETBLUE AIRWAYS CORP,-0.1257
JMP,JMP GROUP INC,-0.2308
JBT,JOHN BEAN TECH CORP,-0.2385
JOUT,JOHNSON OUTDOORS INC,0.2047
LRN,K12 INC,1.0
KAI,KADANT INC,0.2358
KALU,KAISER ALUMINUM CORP,-0.0833
KAMN,KAMAN CORP,0.9444
KBH,KB HOME,0.3494
KRNY,KEARNY FINANCIAL CORP,0.5385
KELYA,KELLY SERVICES INC,-0.4314
KW,KENNEDY-WILSON HLDGS IN,-0.4
KFRC,KFORCE INC,0.8936
KIRK,KIRKLANDS INC,-2.4138
KRG,KITE REALTY GROUP TRUST,-0.1667
KNX,KNIGHT TRANSPORTATION,0.1899
KNL,KNOLL INC,0.2105
KOPN,KOPIN CORP,-0.0
KOP,KOPPERS HOLDINGS INC,0.2913
KFY,KORN FERRY INTERNATIONA,-3.8421
KRA,KRATON PERF POLYMERS,0.6333
KTOS,KRATOS DEFENSE & SEC SO,0.75
KVHI,KVH INDUSTRIES INC,-1.6667
LZB,LA Z BOY INC,3.5556
LBAI,LAKELAND BANCORP INC,0.3214
LKFN,LAKELAND FINANCIAL CORP,0.0899
LANC,LANCASTER COLONY CORP,0.2759
LNDC,LANDEC CORP,-1.1818
LCI,LANNETT CO INC,0.3333
LSCC,LATTICE SEMICONDUCTOR,0.1176
LCNB,LCNB CORP,0.3333
LXRX,LEXICON PHARMACEUTICALS,-2.0923
LXP,LEXINGTON REALTY TRUST,1.5
LHCG,LHC GROUP INC,0.3252
LCUT,LIFETIME BRANDS INC,-5.3333
LFVN,LIFEVANTAGE CORP,0.0
LWAY,LIFEWAY FOODS INC,-1.0
LGND,LIGAND PHARMACEUTICALS,0.5577
LLNW,LIMELIGHT NETWORKS INC,-1.3333
LMNR,LIMONEIRA CO,-5.2
LINC,LINCOLN EDUCATIONAL SVS,3.0
LNN,LINDSAY CORP,-0.5185
LQDT,LIQUIDITY SERVICES INC,-0.2609
LAD,LITHIA MOTORS INC,-0.2075
LFUS,LITTELFUSE INC,0.0324
LYV,LIVE NATION ENT INC,-0.0824
LPSN,LIVEPERSON INC,-9.0
LORL,LORAL SPACE & COMM,nan
LPX,LOUISIANA PACIFIC CORP,2.6279
LXU,LSB INDUSTRIES INC,2.1176
LYTS,LSI INDUSTRIES INC,0.125
LTC,LTC PROPERTIES INC,5.2
LUB,LUBYS INC,nan
LL,LUMBER LIQUIDATORS HLDG,5.7
LMNX,LUMINEX CORP,-0.8519
LDL,LYDALL INC,-0.9259
MHO,M/I HOMES INC,0.1753
MTSI,MA COM TECHNOLOGY SOL,0.15
MCBC,MACATAWA BANK CORP,0.2381
SHOO,MADDEN STEVEN LTD,-3.0526
MGLN,MAGELLAN HEALTH SVCS IN,-0.9048
MHLD,MAIDEN HOLDINGS LTD,-0.8511
MAIN,MAIN STREET CAPITAL COR,-0.0417
MANH,MANHATTAN ASSOCS INC,-0.1176
MNTX,MANITEX INTL INC,-0.375
MN,MANNING & NAPIER INC,3.0
MNKD,MANNKIND CORP,-0.0
MANT,MANTECH INTERNATIONAL,-0.0119
MCHX,MARCHEX INC,-0.4
MCS,MARCUS CORP,0.4607
MPX,MARINE PRODUCTS CORP,0.1053
HZO,MARINEMAX INC,-0.1261
MKTX,MARKETAXESS HOLDINGS IN,0.073
MRLN,MARLIN BUSINESS SVCS,3.7407
VAC,MARRIOTT VAC WORLD CORP,-0.5398
MRTN,MARTEN TRANS LTD,0.2
MASI,MASIMO CORPORATION,-0.0588
MTZ,MASTEC INC,0.9263
MTDR,MATADOR RES CO,-4.3333
MTRN,MATERION CORPORATION,0.1224
MTRX,MATRIX SERVICE CO,9.0
MATX,MATSON INC,1.1447
MATW,MATTHEWS INTERNATIONAL,-0.3874
MMS,MAXIMUS INC,0.0098
MXL,MAXLINEAR INC,0.2188
MGRC,MCGRATH RENTCORP,0.25
MDC,MDC HOLDINGS INC,0.4698
MIG,MEADOWBROOK INS GROUP,0
MEG,MEDIA GENERAL INC,71.0
MPW,MEDICAL PROPERTIES TRUS,-0.2
MED,MEDIFAST INC,0.4847
MEIP,MEI PHARMA INC,4.0
MBWM,MERCANTILE BANK CORP,0.1364
MRCY,MERCURY SYSTEMS INC,0.0588
MDP,MEREDITH CORP,2.0096
VIVO,MERIDIAN BIOSCIENCE INC,-0.8182
EBSB,MERIDIAN INTERSTATE,0.0909
MMSI,MERIT MED SYSTEMS INC,0.3548
MTH,MERITAGE HOMES CORP,0.3979
MTOR,MERITOR INC,3.0
MACK,MERRIMACK PHARMACEUTICA,-1.2256
MLAB,MESA LABS INC,-2.7451
CASH,META FINANCIAL GROUP IN,1.2105
MEI,METHODE ELECTRS INC,1.5122
MGEE,MGE ENERGY INC,0.6604
MTG,MGIC INVESTMENT CORP,9.75
MSTR,MICROSTRATEGY INC,-1.2635
MIDD,MIDDLEBY CORP,1.4364
MSEX,MIDDLESEX WATER CO,0.3091
MOFG,MIDWESTONE FINL GROUP,-1.8455
MLR,MILLER INDUSTRIES INC,nan
MDXG,MIMEDX GROUP INC,3.75
MSA,MINE SAFETY APPLIANCES,-0.1532
MTX,MINERALS TECHNOLOGIES,0.1739
MG,MISTRAS GROUP INC,-2.0
MIND,MITCHAM INDUSTRIES INC,0.2
MITK,MITEK SYS INC,-0.4615
MKSI,MKS INSTRUMENTS INC,0.2124
MODN,MODEL N INC,-0.0667
MOD,MODINE MANUFACTURING CO,-0.0465
MOH,MOLINA HEALTHCARE INC,-0.2985
MCRI,MONARCH CASINO & RESORT,-3.375
MGI,MONEYGRAM INTERNATIONAL,15.0
MNR,MONMOUTH REAL ESTATE,-9.6667
MPWR,MONOLITHIC POWER SYSTEM,-0.2249
MNRO,MONRO MUFFLER BRAKE INC,-0.4359
MOG.A,MOOG INC,0
MOSY,MOSYS INC,-0.8571
MOV,MOVADO GROUP INC,-11.0
MTSC,MTS SYSTEMS CORP,1.1591
MLI,MUELLER INDUSTRIES INC,0.04
MWA,MUELLER WTR PRODS INC,-0.3529
MYE,MYERS INDUSTRIES INC,0.3043
MYRG,MYR GROUP INC DEL,0.275
NC,NACCO INDUSTRIES INC,nan
NATH,NATHANS FAMOUS INC NEW,nan
NBHC,NATIONAL BANK HOLDINGS,-0.033
NKSH,NATIONAL BANKSHARES INC,0.3913
FIZZ,NATIONAL BEVERAGE CORP,-0.0734
NCMI,NATIONAL CINEMEDIA INC,-0.0
NHI,NATIONAL HEALTH INVS IN,-0.0404
NHC,NATIONAL HEALTHCARE COR,nan
NPK,NATIONAL PRESTO INDS IN,nan
NWLI,NATIONAL WESTRN LIFE IN,nan
NGS,NATURAL GAS SERVICES GR,-5.0
NGVC,NATURAL GROCERS VITA CT,0.3333
NATR,NATURES SUNSHINE PRODS,nan
NLS,NAUTILUS INC,0.5536
NAVB,NAVIDEA BIOPHARMA INC,0.1818
NBTB,NBT BANCORP INC,0.0625
NP,NEENAH PAPER INC,-7.875
NKTR,NEKTAR THERAPEUTICS,0.3556
NNI,NELNET INC,-0.1584
NEOG,NEOGEN CORP,0.0
NEO,NEOGENOMICS INC,-2.5
NEON,NEONODE INC,-0.1111
NPTN,NEOPHOTONICS CORP,-0.3125
NETE,NET ELEMENT INTL INC,2.5
NTGR,NETGEAR INC,-0.1239
NTCT,NETSCOUT SYSTEMS INC,0.7368
NBIX,NEUROCRINE BIOSCIENCES,-6.7742
NJR,NEW JERSEY RESOURCES,-0.193
NRZ,NEW RESIDENTIAL INVT,-0.0882
NYMT,NEW YORK MTG TR INC,-0.1786
NYT,NEW YORK TIMES CO,0.8182
NR,NEWPARK RESOURCES INC,0.1
NXST,NEXSTAR BROADCASTING GR,0.9155
EGOV,NIC INC,0.85
NICK,NICHOLAS FINANCIAL INC,nan
NL,NL INDUSTRIES INC,1.0
NNBR,NN INC,-1.6364
NAT,NORDIC AMERICAN TANKER,-1.2121
NOG,NORTHERN OIL & GAS INC,1.55
NFBK,NORTHFIELD BANCORP INC,0.2609
NRIM,NORTHRIM BANCORP INC,-0.1359
NWBI,NORTHWEST BANCSHARES IN,-0.0667
NWN,NORTHWEST NATURAL GAS C,2.4706
NWPX,NORTHWEST PIPE CO,0.7333
NVAX,NOVAVAX INC,9.7
NUVA,NUVASIVE INC,-2.375
NES,NUVERRA ENVTL SOLUTIONS,-0.0833
NVEC,NVE CORP,nan
OCFC,OCEANFIRST FINANCIAL,0.39
OMEX,ODYSSEY MARINE EXPLOR,nan
OFG,OFG BANCORP,-0.16
ODC,OIL DRI CORP OF AMERICA,nan
OLN,OLIN CORP,2.0
ZEUS,OLYMPIC STEEL INC,-0.6
OFLX,OMEGA FLEX INC,nan
OMER,OMEROS CORP,0.082
OMCL,OMNICELL INC,0.5167
ASGN,ON ASSIGNMENT INC,0.0855
OLP,ONE LIBERTY PROPERTIES,6.1
OPEN,OPENTABLE INC,nan
OPY,OPPENHEIMER HOLDINGS IN,nan
OSUR,ORASURE TECHNOLOGIES IN,-1.0625
ORBC,ORBCOMM INC,-0.2222
ORN,ORION MARINE GROUP INC,4.75
ORA,ORMAT TECHNOLOGIES INC,-0.3111
OFIX,ORTHOFIX INTL N V,-1.5254
OSIS,OSI SYSTEMS INC,0.2736
OTTR,OTTER TAIL CORP,1.0714
OSTK,OVERSTOCK COM INC,-0.4444
OMI,OWENS & MINOR INC,3.05
OXM,OXFORD INDUSTRIES INC,0.1579
PACB,PACIFIC BIOSCIENCES CA,-0.0667
PPBI,PACIFIC PREMIER BANCORP,0.0143
PCRX,PACIRA PHARMACEUTICALS,4.6667
PACW,PACWEST BANCORP,1.6053
PHX,PANHANDLE OIL AND GAS,-1.1228
PZZA,PAPA JOHNS INTERNATIONA,-0.2708
PZG,PARAMOUNT GOLD & SILVER,-0.3333
PKE,PARK ELECTROCHEMICAL,nan
PRK,PARK NATIONAL CORP,0.4628
PKOH,PARK OHIO HOLDINGS CORP,-1.4444
PATK,PATRICK INDS INC,53.0
PCTI,PC-TEL INC,-0.2727
PDCE,PDC ENERGY INC,6.4286
PDFS,PDF SOLUTIONS INC,-1.0
PGC,PEAPACK-GLADSTONE FINL,-0.3239
PEB,PEBBLEBROOK HOTEL TRUST,-0.0
PEGA,PEGASYSTEMS INC,0.1786
PFLT,PENNANTPARK FLOATING,0.0385
PNNT,PENNANTPARK INVT CORP,-0.125
PWOD,PENNS WOODS BANCORP INC,nan
PEI,PENNSYLVANIA REAL ESTAT,0.4615
PFSI,PENNYMAC FINL SVCS INC,-0.1508
PMT,PENNYMAC MORTGAGE INV,-0.1702
PAG,PENSKE AUTOMOTIVE GROUP,4.4821
PEBO,PEOPLES BANCORP INC,1.0588
PBY,PEP BOYS MANNY MOE&J,0
PRFT,PERFICIENT INC,0.1754
PFMT,PERFORMANT FINANCIAL CO,-1.25
PETS,PETMED EXPRESS INC,-0.0952
PLAB,PHOTRONICS INC,-0.4118
PICO,PICO HOLDINGS INC,nan
PPC,PILGRIMS PRIDE CORP NEW,0.66
PNFP,PINNACLE FINANCIAL,0.0
PLT,PLANTRONICS INC,0.5806
PLXS,PLEXUS CORP,-0.0238
PNM,PNM RESOURCES INC,1.5455
POOL,POOL CORP,-0.2455
PRAA,PORTFOLIO RECOVERY ASSO,-0.2698
POR,PORTLAND GEN ELEC CO,-1.4419
POST,POST HOLDINGS INC,0.2414
PCH,POTLATCH CORP,0.2333
POWL,POWELL INDUSTRIES INC,-1.12
POWI,POWER INTEGRATIONS INC,0.5
PFBC,PREFERRED BANK,0.2174
PLPC,PREFORMED LINE PRODUCTS,nan
PBH,PRESTIGE BRANDS HOLDING,0.0385
PRGX,PRGX GLOBAL INC,5.5
PSMT,PRICESMART INC,0.3846
PRI,PRIMERICA INC,0.1393
PRIM,PRIMORIS SVCS CORP,0.3235
PRGS,PROGRESS SOFTWARE CORP,0.1667
PFPT,PROOFPOINT INC,-0.1356
PRO,PROS HOLDINGS INC,-0.0667
PSEC,PROSPECT CAPITAL CORP,-0.0625
PB,PROSPERITY BANCSHARES,0.0571
PRTA,PROTHENA CORP PLC,0.1667
PRLB,PROTO LABS INC,0.1356
PFS,PROVIDENT FINANCIAL SVC,0.359
PROV,PROVIDENT FINL HLDGS IN,-0.2
PSB,PS BUSINESS PARKS INC,-0.1075
PCYO,PURECYCLE CORP,nan
PZN,PZENA INVESTMENT MGMT,0.0588
QADA,QAD INC,0.7
QUAD,QUAD / GRAPHICS INC,2.8
KWR,QUAKER CHEMICAL CORP,6.4286
QLYS,QUALYS INC,0.0405
NX,QUANEX BUILDING PRODUCT,0.9706
QDEL,QUIDEL CORP,2.1075
QNST,QUINSTREET INC,-0.1875
RDN,RADIAN GROUP INC,-2.6389
RMBS,RAMBUS INC,0.0667
RPT,RAMCO-GERSHENSON PPTYS,-0.1667
RAVN,RAVEN INDUSTRIES INC,0.5
ROLL,RBC BEARINGS INC,-0.0323
RDI,READING INTERNATIONAL,-0.1538
RNWK,REALNETWORKS INC,-0.0741
RP,REALPAGE INC,0.0612
RRGB,RED ROBIN GOURMET BURGE,-0.9426
RWT,REDWOOD TRUST INC,0.02
RM,REGIONAL MGMT CORP,0.4853
RGS,REGIS CORP,-0.0769
RGLS,REGULUS THERAPEUTICS,-0.8261
RNST,RENASANT CORP,0.3208
REGI,RENEWABLE ENER GROUP IN,29.0
RCII,RENT A CENTER INC,0.3
RGEN,REPLIGEN CORP,-0.0476
RPRX,REPROS THERAPEUTICS INC,-0.3425
RBCAA,REPUBLIC BANCORP INC KY,0.0
RFP,RESOLUTE FOREST PRODUCT,-0.2361
RH,RESTORATION HARDWARE,0.2653
ROIC,RETAIL OPPORTUNITY INVT,0
REV,REVLON INC,-0.6282
REX,REX AMERICAN RESOURCES,-6.1429
RXN,REXNORD CORP NEW,0.3056
RELL,RICHARDSON ELECTRONICS,-0.8
RIGL,RIGEL PHARMACEUTICALS,-0.2
RNET,RIGNET INC,-1.5714
RAD,RITE AID CORP,0.6
RLI,RLI CORP,0.7857
RLJ,RLJ LODGING TR,0.4865
RMTI,ROCKWELL MEDICAL INC,-0.0
ROG,ROGERS CORP,0.2832
RBCN,RUBICON TECHNOLOGY INC,nan
RUSHA,RUSH ENTERPRISES INC,0.9355
RUTH,RUTH'S HOSPITALITY GROUP,-0.9167
RHP,RYMAN HOSPITALITY PPTYS,-0.3228
STBA,S & T BANCORP INC,0.4419
SYBT,S Y BANCORP INC,0.2188
SBRA,SABRA HEALTH CARE REIT,0.2857
SFE,SAFEGUARD SCIENTIFICS,-0.75
SAFT,SAFETY INSURANCE GRP IN,0.2974
SAIA,SAIA INC,0.4579
SALM,SALEM COMMUNICATIONS,-1.1111
SAFM,SANDERSON FARMS INC,-0.1554
SASR,SANDY SPRING BANCORP,0.266
JBSS,SANFILIPPO JOHN B & SON,0.5495
SGMO,SANGAMO BIOSCIENCES INC,-0.9615
SANM,SANMINA CORPORATION,-0.0727
SPNS,SAPIENS INTL CORP N V,0.0385
SRPT,SAREPTA THERAPEUTICS IN,0.2953
BFS,SAUL CENTERS INC,nan
SCSC,SCANSOURCE INC,0.5476
SCHN,SCHNITZER STEEL INDS,1.4783
SCHL,SCHOLASTIC CORP,-1.8793
SWM,SCHWEITZER-MAUDUIT INTL,0.4028
SGMS,SCIENTIFIC GAMES CORP,-0.4279
STNG,SCORPIO TANKERS INC,-1.1542
SEB,SEABOARD CORP,nan
SEAC,SEACHANGE INTERNATIONAL,-0.2857
SBCF,SEACOAST BANKING CORP F,0.2619
CKH,SEACOR HOLDINGS INC,-0.5897
SEM,SELECT MEDICAL HOLDINGS,0.4737
SIGI,SELECTIVE INSURANCE GRP,0.7358
SMTC,SEMTECH CORP,0.093
SENEA,SENECA FOODS CORP,nan
SXT,SENSIENT TECHNOLOGIES,0.1
SREV,SERVICESOURCE INTL LLC,-0.5
SHEN,SHENANDOAH TELECOMM CO,0.2069
SFL,SHIP FINANCE INTL,0.3636
SCVL,SHOE CARNIVAL INC,0.4507
SSTK,SHUTTERSTOCK INC,0.2903
BSRR,SIERRA BANCORP,-0.1343
SIGA,SIGA TECHNOLOGIES INC,nan
SFNC,SIMMONS FIRST NATIONAL,-0.1833
SSD,SIMPSON MANUFACTURING,0.2623
SBGI,SINCLAIR BROADCAST GROU,-14.7532
SJW,SJW CORP,0.3188
SKX,SKECHERS U S A INC,-0.5472
SKYW,SKYWEST INC,-2.4091
SLRC,SOLAR CAPITAL LTD,0.0
SUNS,SOLAR SENIOR CAP LTD,-0.0625
SAH,SONIC AUTOMOTIVE INC,0.9846
SJI,SOUTH JERSEY INDUSTRIES,5.0
SBSI,SOUTHSIDE BANCSHARES IN,0.0854
SWX,SOUTHWEST GAS CORP,-0.5294
LOV,SPARK NETWORKS INC,nan
SPTN,SPARTAN STORES INC,-0.0411
SPB,SPECTRUM BRANDS HOLDING,0.2647
SPPI,SPECTRUM PHARMACEUTICAL,0.3214
SRC,SPIRIT RLTY CAP INC,-4.6667
SPSC,SPS COMM INC,0.0541
SSNC,SS&C TECHNOLOGIES HLDGS,0.0577
STAA,STAAR SURGICAL CO,-3.6667
STAG,STAG INDL INC,0.25
STMP,STAMPS COM INC,0.2315
SMP,STANDARD MOTOR PRODUCTS,2.0577
SXI,STANDEX INTERNATIONAL,0.0938
STFC,STATE AUTO FINANCIAL,-0.8305
SCS,STEELCASE INC,-0.8545
SCM,STELLUS CAP INVT CORP,-0.0357
SCL,STEPAN CO,-0.0545
STE,STERIS CORP,0.1689
STL,STERLING BANCORP,0.0889
STRL,STERLING CONSTRUCTION C,-0.1538
STSA,STERLING FINL CORP WASH,0.0615
STC,STEWART INFORMATION,0.6131
SF,STIFEL FINANCIAL CORP,0.5755
SRI,STONERIDGE INC,-1.3273
STRA,STRAYER EDUCATION INC,-0.4272
RGR,STURM RUGER & CO INC,0.3238
INN,SUMMIT HOTEL PROPER,-0.2885
SUI,SUN COMMUNITIES INC,0.3
SXC,SUNCOKE ENERGY INC,1.25
SNSS,SUNESIS PHARMACEUTICALS,-0.5167
SPWR,SUNPOWER CORP,-0.6
SHO,SUNSTONE HOTEL INVS INC,-0.2182
SMCI,SUPER MICRO COMPUTER IN,0.1455
SUP,SUPERIOR INDUSTRIES INT,-1.1387
SUPN,SUPERNUS PHARMACEUTICAL,0.1385
SPRT,SUPPORT.COM INC,nan
SRDX,SURMODICS INC,-1.8571
SFY,SWIFT ENERGY CO,0
SYKE,SYKES ENTERPRISES INC,0.0704
SYNA,SYNAPTICS INC,0.2432
SNCR,SYNCHRONOSS TECHNOLOGY,-0.75
SNX,SYNNEX CORP,0.5646
SYX,SYSTEMAX INC,0.561
TTWO,TAKE-TWO INTERACTIVE,-0.1304
TAL,TAL INTERNATIONAL GROUP,-0.125
TRGP,TARGA RESOURCES INC,-0.2381
TCPC,TCP CAP CORP,-0.1389
TISI,TEAM INC,-0.3636
TTGT,TECHTARGET INC,0.0714
TNK,TEEKAY TANKERS LTD,-0.9623
TRC,TEJON RANCH CO,nan
TDY,TELEDYNE TECHNOLOGIES,0.4032
TNAV,TELENAV INC,-1.8571
TTEC,TELETECH HOLDINGS INC,0.2
TNC,TENNANT CO,-0.0625
TEN,TENNECO INC,-1.1535
TRNO,TERRENO REALTY CORP,-0.2667
TBNK,TERRITORIAL BANCORP INC,0.2766
TESS,TESSCO TECHNOLOGIES INC,21.0
TTEK,TETRA TECH INC,0.0549
TTI,TETRA TECHNOLOGIES INC,-0.0
TCBI,TEXAS CAPITAL BANCSHARE,0.0556
TXRH,TEXAS ROADHOUSE INC,-1.875
TGH,TEXTAINER GROUP HLDGS,0.4643
TGTX,TG THERAPEUTICS INC,0.5532
THR,THERMON GROUP HLDGS INC,1.5
TLYS,TILLYS INC,-0.6111
TWI,TITAN INTERNATIONAL INC,1.625
TITN,TITAN MACHINERY INC,1.0
TMP,TOMPKINS FINANCIAL CORP,-0.0123
TR,TOOTSIE ROLL INDUSTRIES,nan
TOWN,TOWNEBANK PORTSMOUTH VA,0.4375
TZOO,TRAVELZOO INC,-1.5238
TG,TREDEGAR CORP,-0.5455
TREE,TREE.COM INC,-1.5652
THS,TREEHOUSE FOODS INC,0.2241
TREX,TREX INC,0.025
TPH,TRI POINTE HOMES INC,0.4186
TCBK,TRICO BANCSHARES,0.339
TRS,TRIMAS CORP,0.0
GTS,TRIPLE-S MANAGEMENT COR,-0.6534
TSC,TRISTATE CAP HLDGS INC,0.4231
TBI,TRUEBLUE INC,0.375
TRST,TRUSTCO BANK CORP NY,-0.0667
TRMK,TRUSTMARK CORP,-0.0581
TTMI,TTM TECHNOLOGIES INC,0.48
TPC,TUTOR PERINI CORP,0.9459
TWIN,TWIN DISC INC,0.1
TYL,TYLER TECHNOLOGIES INC,0.087
USCR,U S CONCRETE INC,1.2857
USPH,U S PHYSICAL THERAPY IN,1.1795
SLCA,U S SILICA HLDGS INC,0.6667
UFPT,UFP TECHNOLOGIES INC,0.2903
UCTT,ULTRA CLEAN HOLDINGS IN,-0.0267
UMBF,UMB FINANCIAL CORP,-0.0855
UMH,UMH PROPERTIES INC,-2.24
UMPQ,UMPQUA HOLDINGS CORP,0.193
UFI,UNIFI INC,1.2222
UNF,UNIFIRST CORP MASS,0.3253
UIS,UNISYS CORP,-4.4
UBSI,UNITED BANKSHARES INC,-0.1125
UCBI,UNITED COMMUNITY BANKS,0.2364
UFCS,UNITED FIRE GROUP INC,4.2692
USLM,UNITED STATES LIME & MI,nan
UTL,UNITIL CORP,44.0
UVV,UNIVERSAL CORP,nan
OLED,UNIVERSAL DISPLAY CORP,41.5
UEIC,UNIVERSAL ELECTRONICS,0.0337
UFPI,UNIVERSAL FOREST PRODS,0.1574
UHT,UNIVERSAL HEALTH REALTY,nan
UVE,UNIVERSAL INSURANCE,-3.75
USAP,UNIVERSAL STAINLESS & A,0.1818
UTI,UNIVERSAL TECHNICAL INS,-1.1111
UVSP,UNIVEST CORP OF PENN,0.5
URG,UR ENERGY INC,1.0
UEC,URANIUM ENERGY CORP,-0.25
UBA,URSTADT BIDDLE PPTYS IN,3.0
ECOL,US ECOLOGY INC,-4.125
USNA,USANA HEALTH SCIENCES,0.0909
UTMD,UTAH MED PRODS INC,nan
EGY,VAALCO ENERGY INC,nan
MTN,VAIL RESORTS INC,-0.0
VNDA,VANDA PHARMACEUTICALS,-0.3125
VGR,VECTOR GROUP LTD,0.4706
VECO,VEECO INSTRUMENTS INC,1.0
VRA,VERA BRADLEY INC,-0.0625
VSTM,VERASTEM INC,-1.5714
VRNT,VERINT SYS INC,-0.0377
VVI,VIAD CORP,-0.6873
VSAT,VIASAT INC,-1.15
VICR,VICOR CORP,1.1667
VLGEA,VILLAGE SUPER MARKET IN,nan
VHC,VIRNETX HOLDING CORP,nan
VRTS,VIRTUS INVESTMENT PTNRS,0.147
VRTU,VIRTUSA CORP,1.65
VPG,VISHAY PRECISION GROUP,1.1053
VCRA,VOCERA COMMUNICATIONS,2.1
VOXX,VOXX INTERNATIONAL CORP,nan
VSEC,VSE CORP,0.0735
WTI,W&T OFFSHORE INC,6.0
WNC,WABASH NATIONAL CORP,0.1111
WD,WALKER & DUNLOP INC,0.5602
WRE,WASHINGTON REAL ESTATE,-0.8571
WASH,WASHINGTON TRUST BANCOR,0.066
WSBF,WATERSTONE FINANCIAL IN,0.0833
WSO,WATSCO INC,0.2212
WTS,WATTS WATER TECH INC,0.4189
WPP,WAUSAU PAPER CORP,nan
WDFC,WD-40 CO,0.2113
WBS,WEBSTER FINANCIAL CORP,-0.1467
WMK,WEIS MARKETS INC,nan
WERN,WERNER ENTERPRISES INC,0.2899
WSBC,WESBANCO INC,0.1515
WTBA,WEST BANCORPORATION INC,0.0612
WST,WEST PHARMACEUTICAL SVC,-0.08
WABC,WESTAMERICA BANCORP,0.0676
WAL,WESTERN ALLIANCE BANCOR,0.4191
WMC,WESTERN ASSET MTG CAP,-0.0909
WHG,WESTWOOD HOLDINGS GROUP,nan
WEX,WEX INC,0.314
WEYS,WEYCO GROUP INC,-0.6379
WHF,WHITEHORSE FINANCE INC,0.52
WSR,WHITESTONE REIT,1.0
WINA,WINMARK CORP,nan
WGO,WINNEBAGO INDUSTRIES IN,0.1655
WTFC,WINTRUST FINANCIAL CORP,-0.024
WETF,WISDOMTREE INVTS INC,-0.1429
WMS,WMS INDUSTRIES INC,-0.3333
WWW,WOLVERINE WORLD WIDE,3.375
WWD,WOODWARD INC,-0.1467
WRLD,WORLD ACCEPTANCE CORP,0.148
WWE,WORLD WRESTLING ENTMNT,-0.7193
WOR,WORTHINGTON INDUSTRIES,0.4844
WSFS,WSFS FINANCIAL CORP,0.16
XOMA,XOMA CORPORATION,-0.697
XPO,XPO LOGISTICS INC,-2.3333
YELP,YELP INC,-0.9697
YORW,YORK WATER COMPANY,0.125
ZAGG,ZAGG INC,-2.9091
Z,ZILLOW INC,-3.1765
ZIOP,ZIOPHARM ONCOLOGY INC,0.1111
ZIXI,ZIX CORP,0.1333
ZGNX,ZOGENIX INC,0.125
ZUMZ,ZUMIEZ INC,0.1485
